biomarker,parameter,variance_screening_score,method,sampling_design,samples
INH,storage_to_liver_max,0.0025684280335590078,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
INH,milk_storage_threshold,0.001093168755747002,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
INH,liver_to_storage_max,0.002475069827591314,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
INH,blood_to_liver_glucose_threshold,0.0131983327810288,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
INH,glucagon_secretion_max,0.005151998935833066,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
INH,glucagon_clearance,0.005169531486540901,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
INH,glucagon_glucose_threshold,0.004616017336449407,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
INH,hepatic_glucose_release,0.004012408343057888,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
INH,blood_to_liver_max,0.0016397645679222036,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
INH,milk_fat_threshold,0.0017928538533905666,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
INH,storage_fat_threshold,0.002294642512207787,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
INH,insulin_glucose_threshold,0.3445017569889007,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
INH,blood_usage_glucose_threshold,0.14655760170751048,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
INH,blood_usage_max,0.005689023044399628,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
INH,liver_usage_rate,0.0027875699605546017,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
INH,milk_glucose_requirement,0.0012201958792846905,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
INH,insulin_secretion_max,0.008408998643598108,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
INH,insulin_clearance,0.009431400699188582,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
INH,fat_glucose_transfer_threshold,0.0025368264048384595,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,gnrh_hypo_max,0.0015878925058161403,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,gnrh_syn,0.0018166330654594905,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,gnrh_release_scale,0.0024732280938052627,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hm_e2_1_threshold,0.0009682236493006203,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hm_p4_1_threshold,0.0023418373670128154,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hm_p4_2_scale,0.0017024980119209054,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hm_p4_2_threshold,0.0012383207028990964,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hp_e2_1_scale,0.0026554458727978563,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hp_e2_1_threshold,0.0029410538786112236,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,gnrh_clearance,0.0019594152377887734,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,fsh_syn_scale,0.0019008130264763874,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hm_ih_2_threshold,0.0028381845451072646,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hp_p4_fsh_scale,0.002129917814136038,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hp_p4_fsh_threshold,0.0022799510132759265,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hm_e2_fsh_scale,0.001422925891936279,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hm_e2_fsh_threshold,0.00206311415975812,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hp_gnrh_fsh_scale,0.0011000249409102937,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hp_gnrh_fsh_threshold,0.0020789943775867637,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,fsh_clearance,0.002452668631246681,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,fsh_basal_release,0.0023841764197059284,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hp_e2_lh_scale,0.002245770156147439,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hp_e2_lh_threshold,0.0015228427274992795,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hm_p4_lh_scale,0.0031370615423249185,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hm_p4_lh_threshold,0.0021567215850522275,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hp_gnrh_lh_scale,0.0018180541104450669,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hp_gnrh_lh_threshold,0.0018742811051157186,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,lh_basal_release,0.0015962927446494884,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,lh_clearance,0.0021553538775019774,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hp_fsh_follicle_scale,0.002685401189589314,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hp_fsh_follicle_threshold,0.003741599488590385,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hm_follicle_threshold,0.0016196295765461273,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hp_p4_follicle_scale,0.004400707837342178,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hp_p4_follicle_threshold,0.00247009680629093,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hp_lh_follicle_scale,0.0018920424877678622,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hp_lh_follicle_threshold,0.002517213800384931,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hp_enz_pg_scale,0.0017842324316183547,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hp_enz_pg_threshold,0.0012538024807013303,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hp_oxt_pg_threshold,0.008550180664315938,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,pg_clearance,0.0023061798705343133,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,cl_formation_scale,0.005205733983098047,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hp_cl_self_scale,0.0052113097435288296,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hp_cl_self_threshold,0.0020809202370174517,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hp_iof_scale,0.0016351323773715393,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hp_iof_threshold,0.0024187401507910385,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,cl_to_p4_scale,0.007943322430624313,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,p4_clearance,0.004286680312178189,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,p4_baseline,0.0024617601503379013,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,follicle_to_e2_scale,0.005755824400619487,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,e2_clearance,0.002136306632971414,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,follicle_to_inhibin_scale,0.002477368425588483,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,inhibin_clearance,0.01288576739631161,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hp_p4_enz_scale,0.002140854979004722,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hp_p4_enz_threshold,0.0014179300071048841,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,enz_clearance,0.002920796605525954,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hp_e2_oxt_scale,0.00807119458509021,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hp_e2_oxt_threshold,0.005999225943788678,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,oxt_clearance,0.0030297923965229108,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,lactation_oxt_scale,0.001503623098158396,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,fat_mobilization_storage_threshold,0.0013396656199504088,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,lactation_oxt_decay,0.0014080106683303968,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hp_pg_iof_scale,0.0014654223371728281,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hp_pg_iof_threshold,0.0014868783798783068,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hp_cl_iof_threshold,0.0012313318185708901,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,iof_clearance,0.0027362479723755033,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hm_p4_igf_scale,0.03286946264831095,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hm_p4_igf_threshold,0.0132353250057109,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,igf_clearance,0.3463050699928838,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,igf_basal_release,0.1896849139599108,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,igf_lh_sensitivity_scale,0.00209041038882476,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,igf_lh_sensitivity_threshold,0.0009502223087986868,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,insulin_fsh_scale,0.005762540036577435,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,insulin_fsh_threshold,0.003683367820702604,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,insulin_lh_scale,0.0026117133155747767,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,insulin_lh_threshold,0.0026020136439149017,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,insulin_igf_scale,0.03334202999632649,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,insulin_igf_threshold,0.008931824654294535,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,feed_direct_blood_fraction,0.001402585921310097,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,fat_to_liver_max,0.0021618413917472486,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,storage_to_liver_threshold,0.0008262303086077551,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,storage_to_liver_max,0.002116025317610394,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,milk_storage_threshold,0.0009368814298797374,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,liver_to_storage_max,0.0012197422305481012,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,blood_to_liver_glucose_threshold,0.01069927089910218,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,glucagon_secretion_max,0.00219297333158155,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,glucagon_clearance,0.0025322526290851013,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,glucagon_glucose_threshold,0.0031129172260715627,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,hepatic_glucose_release,0.005091283365771528,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,blood_to_liver_max,0.002397165866612371,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,milk_fat_threshold,0.0011540791409436586,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,storage_fat_threshold,0.002822796225653583,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,insulin_glucose_threshold,0.18858704561835854,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,blood_usage_glucose_threshold,0.09064517657741186,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,blood_usage_max,0.005477295332085205,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,liver_usage_rate,0.0026129522231288704,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,milk_glucose_requirement,0.0015329176864564574,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,insulin_secretion_max,0.004268829786827596,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,insulin_clearance,0.006424118358078458,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
IGF1,fat_glucose_transfer_threshold,0.0018565169635165895,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,gnrh_hypo_max,0.0011848701812636143,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,gnrh_syn,0.002106128028985388,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,gnrh_release_scale,0.003239067503870163,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hm_e2_1_threshold,0.0014495460450978143,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hm_p4_1_threshold,0.002542215715730289,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hm_p4_2_scale,0.002173930925594101,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hm_p4_2_threshold,0.0015401806602192993,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hp_e2_1_scale,0.0019489810485809952,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hp_e2_1_threshold,0.001802221825274374,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,gnrh_clearance,0.0015839262439287282,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,fsh_syn_scale,0.0014523341196545911,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hm_ih_2_threshold,0.0027413678166427606,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hp_p4_fsh_scale,0.0023455802954876802,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hp_p4_fsh_threshold,0.0016414471392511279,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hm_e2_fsh_scale,0.0015636571671791535,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hm_e2_fsh_threshold,0.0016034098484002917,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hp_gnrh_fsh_scale,0.0016003093333961853,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hp_gnrh_fsh_threshold,0.002315638073508,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,fsh_clearance,0.0020769285472501684,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,fsh_basal_release,0.00185703599204249,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hp_e2_lh_scale,0.003199587627676607,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hp_e2_lh_threshold,0.0020046367138343234,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hm_p4_lh_scale,0.0012289593382588013,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hm_p4_lh_threshold,0.002330213565948912,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hp_gnrh_lh_scale,0.001798075278938589,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hp_gnrh_lh_threshold,0.0017959245498497293,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,lh_basal_release,0.0015432352181346666,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,lh_clearance,0.0027267813941459244,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hp_fsh_follicle_scale,0.0027763920931208118,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hp_fsh_follicle_threshold,0.002101159985303666,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hm_follicle_threshold,0.0010159444815307647,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hp_p4_follicle_scale,0.0021359421189543677,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hp_p4_follicle_threshold,0.002136254436043513,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hp_lh_follicle_scale,0.00203199270145195,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hp_lh_follicle_threshold,0.0023462571475308305,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hp_enz_pg_scale,0.0029220550546148446,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hp_enz_pg_threshold,0.0008509467214488822,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hp_oxt_pg_threshold,0.0015537863659865652,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
